x,y,z,A,B,C
1149.12,-52.6723,774.266,-2.97625,-0.253939,1.57641
1149.07,-52.148,774.27,-2.9767,-0.25416,1.57635
1149.08,-51.483,774.273,-2.97618,-0.254319,1.57631
1149.11,-51.1095,774.256,-2.97638,-0.254157,1.57631
1149.22,-50.4083,774.251,-2.97686,-0.254363,1.5763
1149.29,-49.7815,774.218,-2.97661,-0.254455,1.57628
1149.29,-48.9841,774.25,-2.97657,-0.254317,1.57644
1149.35,-48.2308,774.238,-2.9771,-0.254364,1.57626
1149.32,-47.5067,774.247,-2.9765,-0.254237,1.57616
1149.04,-47.1123,774.232,-2.97702,-0.254431,1.57637
1149.03,-46.4081,774.236,-2.97613,-0.254363,1.57633
1149.17,-45.6021,774.204,-2.97674,-0.254385,1.57623
1149.21,-44.7939,774.183,-2.97687,-0.25417,1.57616
1149.19,-44.1106,774.184,-2.9766,-0.25425,1.57608
1148.98,-43.8333,774.31,-2.97678,-0.254482,1.57619
1148.98,-43.1014,774.32,-2.97623,-0.254387,1.57622
1149.18,-42.3587,774.3,-2.97608,-0.254335,1.57619
1149.16,-41.7397,774.276,-2.9764,-0.254577,1.57626
1149.05,-41.4681,774.347,-2.97676,-0.254473,1.57621
1149.05,-40.8165,774.339,-2.97656,-0.254341,1.57603
1149.01,-40.1882,774.353,-2.97692,-0.254354,1.57622
1149.13,-39.4061,774.481,-2.97656,-0.254479,1.57596
1148.98,-38.7362,774.454,-2.97686,-0.254322,1.57604
1148.94,-37.0886,774.462,-2.97726,-0.254304,1.5761
1149.11,-35.9398,774.45,-2.97718,-0.254322,1.57627
1149.07,-35.3481,774.485,-2.97678,-0.254603,1.57603
1149.13,-34.6217,774.482,-2.97693,-0.254447,1.5761
1149.12,-33.9565,774.501,-2.97642,-0.254337,1.57608
1149.27,-32.9395,774.506,-2.97666,-0.254397,1.57601
1149.33,-32.2739,774.476,-2.97663,-0.254269,1.57626
1149.36,-31.5144,774.505,-2.97641,-0.254359,1.57606
1149.16,-31.0989,774.413,-2.9764,-0.254376,1.57617
1149.2,-30.2282,774.48,-2.97666,-0.254361,1.57611
1149.21,-28.151,774.506,-2.97613,-0.254053,1.5761
1149.23,-27.5935,774.425,-2.97681,-0.254509,1.57599
1149.29,-26.423,774.426,-2.97712,-0.254542,1.57596
1149.1,-23.1678,774.413,-2.97675,-0.254163,1.5759
1149.14,-20.9759,774.471,-2.97673,-0.254405,1.57587
1149.29,-19.11,774.433,-2.97625,-0.254129,1.57594
1148.97,-13.2476,774.403,-2.97694,-0.254252,1.576
1149.01,-10.6935,774.458,-2.97734,-0.254299,1.5759
1148.99,-10.187,774.492,-2.97643,-0.254439,1.5759
1148.97,-8.65952,774.527,-2.97706,-0.254446,1.57581
1149.07,-6.89993,774.535,-2.976,-0.254173,1.5757
1148.96,-6.40394,774.507,-2.97652,-0.254547,1.57589
1149.01,-5.57776,774.483,-2.97635,-0.254562,1.57581
1149.07,-4.78713,774.5,-2.97647,-0.254383,1.57565
1149.02,-4.19426,774.551,-2.97642,-0.254289,1.5757
1148.95,-3.7759,774.569,-2.97685,-0.254269,1.57583
1148.92,-3.20685,774.521,-2.97679,-0.254453,1.57578
1149.04,-1.87547,774.584,-2.97631,-0.254507,1.57567
1148.95,-1.47486,774.632,-2.97642,-0.25436,1.57564
1148.88,0.0557088,774.641,-2.97632,-0.253907,1.57556
1148.82,0.57171,774.596,-2.97657,-0.254386,1.57586
1149.1,1.35969,774.604,-2.9769,-0.254238,1.57585
1149.15,2.38018,774.643,-2.97614,-0.254253,1.57561
1149.2,2.90796,774.613,-2.97664,-0.254443,1.57583
1149.25,3.54751,774.567,-2.97603,-0.254214,1.57591
1149.25,4.14511,774.52,-2.97674,-0.254258,1.57583
1149.34,5.10178,774.502,-2.9765,-0.254514,1.57588
1149.35,5.78618,774.522,-2.97641,-0.254691,1.57592
1149.29,6.61481,774.517,-2.97656,-0.254243,1.57596
1149.28,7.30328,774.503,-2.97648,-0.254157,1.57585
1149.25,7.99692,774.453,-2.97651,-0.254266,1.57591
1149.22,8.78524,774.447,-2.977,-0.254528,1.57586
1149.2,9.49492,774.533,-2.97655,-0.254255,1.5759
1149.17,10.0834,774.589,-2.97684,-0.254304,1.57595
1149.15,10.797,774.559,-2.97666,-0.254099,1.57593
1149.13,11.6028,774.589,-2.97641,-0.254395,1.57578
1149.1,12.2063,774.574,-2.97671,-0.254548,1.57587
1149.08,12.866,774.603,-2.97639,-0.254494,1.57577
1149.24,13.487,774.651,-2.97663,-0.254181,1.57579
1149.38,15.1332,774.491,-2.97677,-0.25448,1.57577
1149.34,16.7668,774.504,-2.97683,-0.254865,1.57585
1149.35,18.5115,774.525,-2.97698,-0.254199,1.57585
1149.3,19.7038,774.459,-2.97665,-0.254898,1.57586
1149.29,20.8792,774.589,-2.97677,-0.25433,1.57596
1149.29,20.8792,774.589,-2.97677,-0.25433,1.57596
1149.61,30.7124,774.36,-2.9769,-0.254429,1.57599
