x,y,z,A,B,C
394.916,-368.943,-1619.2,3.04931,-1.40282,3.03002
395.025,-368.983,-1619.25,3.04747,-1.40288,3.02812
395.069,-369.015,-1619.22,3.04853,-1.40286,3.02932
395.119,-369.015,-1619.35,3.05004,-1.40287,3.03071
395.148,-368.954,-1619.23,3.05073,-1.40275,3.03152
395.194,-368.933,-1619.2,3.05002,-1.40285,3.03074
395.047,-368.967,-1619.16,3.0493,-1.40287,3.02998
395.086,-368.961,-1619.14,3.0492,-1.40276,3.02988
395.053,-368.955,-1619.1,3.04951,-1.40276,3.03016
395.066,-368.93,-1619.07,3.04927,-1.4029,3.02998
395.016,-368.878,-1619.04,3.04943,-1.40284,3.03008
395.011,-368.873,-1619.01,3.04961,-1.40281,3.03034
394.924,-368.791,-1618.75,3.04932,-1.40281,3.02995
394.902,-368.802,-1618.72,3.04956,-1.40287,3.03017
394.932,-368.776,-1618.68,3.04974,-1.40284,3.03034
394.928,-368.76,-1618.68,3.04942,-1.40274,3.02993
394.926,-368.771,-1618.62,3.04929,-1.40273,3.02994
394.957,-368.78,-1618.57,3.05035,-1.4028,3.03084
394.922,-368.762,-1618.53,3.05014,-1.40272,3.03068
394.946,-368.711,-1618.5,3.04883,-1.40275,3.02943
394.911,-368.67,-1618.47,3.04937,-1.40286,3.02986
394.974,-368.818,-1618.72,3.0499,-1.4028,3.03046
394.903,-368.782,-1618.7,3.05019,-1.40279,3.03077
394.891,-368.766,-1618.67,3.04994,-1.40269,3.03056
394.895,-368.754,-1618.62,3.04902,-1.40277,3.0296
394.863,-368.759,-1618.6,3.04889,-1.40277,3.02944
394.866,-368.747,-1618.55,3.04962,-1.40279,3.03017
394.833,-368.785,-1618.66,3.04972,-1.40275,3.03032
394.822,-368.777,-1618.63,3.04965,-1.40269,3.03024
394.855,-368.821,-1618.83,3.05021,-1.40267,3.03077
394.867,-368.781,-1618.76,3.04922,-1.4028,3.02987
394.852,-368.842,-1618.78,3.04998,-1.4027,3.0305
394.926,-368.874,-1618.77,3.0504,-1.40278,3.03103
394.92,-368.874,-1618.74,3.04984,-1.40279,3.03037
394.938,-368.87,-1618.71,3.04981,-1.40282,3.03037
394.885,-368.873,-1618.68,3.05031,-1.40277,3.03091
394.893,-368.888,-1618.64,3.05091,-1.40275,3.03145
394.908,-368.887,-1618.59,3.05055,-1.4028,3.03111
394.875,-368.858,-1618.52,3.05031,-1.40281,3.0308
394.975,-368.967,-1618.94,3.04945,-1.40286,3.03011
394.936,-368.935,-1618.98,3.04881,-1.40285,3.0294
394.986,-368.926,-1618.92,3.04947,-1.40276,3.02994
394.995,-368.92,-1618.91,3.04957,-1.4027,3.03006
395.008,-368.916,-1618.87,3.04963,-1.40265,3.0302
395.001,-368.913,-1618.83,3.04888,-1.40283,3.02941
394.986,-368.916,-1618.79,3.04953,-1.4026,3.03001
395.003,-368.889,-1618.75,3.04977,-1.40271,3.03025
395.045,-369.044,-1619.39,3.04855,-1.4027,3.02918
395.061,-369.034,-1619.36,3.04878,-1.40275,3.02935
395.103,-369.068,-1619.57,3.04923,-1.40267,3.0298
395.157,-369.075,-1619.52,3.04885,-1.40273,3.0294
395.281,-369.139,-1619.79,3.04935,-1.40275,3.02994
395.374,-369.241,-1620.19,3.0487,-1.40272,3.02938
395.412,-369.248,-1620.17,3.04947,-1.40261,3.03024
395.428,-369.262,-1620.16,3.04944,-1.40275,3.03009
395.477,-369.318,-1620.34,3.04893,-1.40278,3.0297
395.485,-369.311,-1620.33,3.04858,-1.40269,3.02936
395.446,-369.307,-1620.32,3.04878,-1.40263,3.02953
395.446,-369.294,-1620.32,3.04894,-1.40275,3.02968
395.433,-369.305,-1620.32,3.04895,-1.40271,3.02972
395.281,-369.325,-1620.61,3.04904,-1.40265,3.02976
395.25,-369.355,-1620.65,3.0487,-1.40271,3.02943
395.237,-369.359,-1620.66,3.04931,-1.40265,3.03001
395.233,-369.367,-1620.66,3.04934,-1.40259,3.02999
395.176,-369.37,-1620.68,3.04904,-1.40254,3.02974
395.175,-369.387,-1620.68,3.04896,-1.40265,3.02967
395.139,-369.404,-1620.69,3.04908,-1.40258,3.02979
395.089,-369.405,-1620.68,3.04857,-1.40272,3.0292
395.048,-369.396,-1620.69,3.04886,-1.4027,3.02957
395.259,-369.348,-1620.64,3.04945,-1.40268,3.0301
395.381,-369.379,-1620.95,3.04958,-1.40268,3.03031
395.406,-369.373,-1621.21,3.05024,-1.40266,3.03091
395.367,-369.378,-1621.6,3.05023,-1.40296,3.03078
395.396,-369.412,-1621.74,3.04958,-1.4031,3.03022
395.367,-369.436,-1621.97,3.04878,-1.40313,3.02953
395.555,-369.462,-1622.48,3.0483,-1.4025,3.02898
395.52,-369.442,-1622.81,3.04976,-1.40303,3.03053
395.444,-369.542,-1622.92,3.0509,-1.40285,3.03148
395.471,-369.615,-1623.12,3.04914,-1.4031,3.02976
395.436,-369.584,-1623.46,3.05189,-1.40264,3.03241
395.378,-369.577,-1623.81,3.04935,-1.40264,3.02985
395.352,-369.609,-1624.15,3.05041,-1.40263,3.03103
395.337,-369.675,-1624.57,3.05,-1.40261,3.03059
395.348,-369.724,-1625.06,3.04929,-1.40276,3.02983
395.254,-369.732,-1625.56,3.04881,-1.40285,3.0295
395.255,-369.768,-1626.2,3.0485,-1.40266,3.02914
395.198,-369.779,-1626.71,3.05024,-1.40264,3.03087
395.146,-369.815,-1627.22,3.05008,-1.40256,3.03078
395.146,-369.853,-1627.78,3.05032,-1.40289,3.0309
395.057,-369.815,-1628.09,3.04898,-1.40272,3.02964
395.086,-369.881,-1628.74,3.04902,-1.40282,3.02965
395.029,-369.92,-1629.29,3.04878,-1.40254,3.02945
395.13,-369.942,-1630.04,3.04962,-1.40257,3.0302
395.103,-369.957,-1630.63,3.05054,-1.4025,3.03122
