x,y,z,A,B,C
352.595,-476.119,-1626.05,1.58664,0.00961889,-1.44397
352.614,-476.787,-1625.91,1.58652,0.0101159,-1.44483
352.516,-477.545,-1626.16,1.58661,0.00937061,-1.44389
352.545,-478.251,-1626.04,1.58658,0.00852619,-1.44443
352.848,-479.171,-1626.39,1.58635,0.00900651,-1.44386
352.918,-479.704,-1626.27,1.5863,0.00991815,-1.44413
352.887,-480.438,-1626.6,1.58634,0.00997729,-1.44439
352.902,-481.053,-1626.54,1.58629,0.00982931,-1.44415
352.911,-481.761,-1626.59,1.58636,0.00976462,-1.44378
353.033,-482.597,-1626.33,1.58623,0.0100706,-1.44421
353.09,-483.244,-1626.33,1.58643,0.00927141,-1.44446
353.09,-483.864,-1626.28,1.58649,0.00918223,-1.44434
352.912,-484.585,-1626.53,1.58621,0.0107134,-1.44455
352.901,-485.375,-1626.42,1.58622,0.0101978,-1.44416
352.942,-486.134,-1626.57,1.58631,0.00918843,-1.44446
352.876,-486.714,-1626.49,1.58625,0.00957039,-1.44415
352.643,-487.325,-1626.58,1.58621,0.0102074,-1.44442
352.557,-488.081,-1626.57,1.58617,0.0100987,-1.44377
352.662,-488.664,-1626.41,1.58653,0.00939425,-1.44438
352.647,-489.207,-1626.38,1.58634,0.00965494,-1.44366
352.6,-489.865,-1626.34,1.58632,0.0107188,-1.44452
352.554,-490.632,-1626.28,1.58621,0.0106186,-1.44375
352.486,-491.324,-1626.28,1.58644,0.00937269,-1.44443
352.602,-492.049,-1626.3,1.58628,0.00954497,-1.4436
352.615,-492.849,-1626.3,1.58633,0.00964762,-1.44446
352.726,-493.523,-1626.26,1.58642,0.00916568,-1.44402
352.762,-494.066,-1626.31,1.58647,0.00891862,-1.44445
352.697,-494.662,-1626.22,1.58629,0.00993847,-1.44424
352.619,-495.488,-1626.46,1.58634,0.0100463,-1.44449
352.456,-496.857,-1626.43,1.58638,0.00858561,-1.44349
352.628,-497.792,-1626.73,1.58656,0.00793667,-1.44457
352.74,-497.88,-1626.69,1.58629,0.00973506,-1.44409
352.797,-499.815,-1626.65,1.58654,0.00917398,-1.44417
353.084,-501.315,-1626.8,1.58629,0.0100988,-1.44425
353.046,-501.491,-1626.76,1.58643,0.00952296,-1.44426
353.039,-503.19,-1626.7,1.5864,0.00916539,-1.4443
353.063,-503.371,-1626.67,1.58635,0.0092701,-1.44418
353.012,-504,-1627,1.58637,0.00892311,-1.44418
352.997,-504.928,-1627.1,1.58629,0.00918199,-1.44417
352.973,-510.256,-1626.93,1.58651,0.00949486,-1.44468
352.993,-510.547,-1626.9,1.58642,0.00954458,-1.44408
352.993,-510.824,-1626.97,1.58659,0.00921573,-1.44433
353.015,-511.413,-1626.9,1.58657,0.00932876,-1.44429
