x,y,z,A,B,C,T,delta_ms
984.251,-142.077,585.568,-3.11559,0.0208904,-2.56226,1749200676803,4
984.253,-141.208,585.618,-3.11527,0.0209861,-2.56148,1749200676807,4
984.255,-140.339,585.67,-3.11495,0.0210741,-2.5607,1749200676811,4
984.259,-139.474,585.72,-3.11464,0.0211603,-2.55993,1749200676815,4
984.263,-138.613,585.775,-3.11433,0.0212411,-2.55915,1749200676819,4
984.268,-137.755,585.834,-3.11402,0.0213164,-2.55838,1749200676823,4
984.273,-136.893,585.892,-3.11373,0.0213886,-2.55761,1749200676827,4
984.28,-136.019,585.951,-3.11344,0.021462,-2.55683,1749200676831,4
984.287,-135.133,586.009,-3.11315,0.0215369,-2.55602,1749200676835,4
984.294,-134.228,586.065,-3.11287,0.0216124,-2.55518,1749200676839,4
984.3,-133.319,586.114,-3.11259,0.021691,-2.55434,1749200676843,4
984.303,-132.407,586.162,-3.1123,0.0217695,-2.5535,1749200676847,4
984.303,-131.494,586.212,-3.11201,0.0218452,-2.55266,1749200676851,4
984.303,-130.566,586.26,-3.1117,0.0219175,-2.5518,1749200676855,4
984.304,-129.616,586.304,-3.11138,0.0219867,-2.55093,1749200676859,4
984.306,-128.648,586.345,-3.11105,0.0220526,-2.55005,1749200676863,4
984.307,-127.664,586.386,-3.1107,0.0221147,-2.54915,1749200676867,4
984.304,-126.692,586.429,-3.11034,0.0221744,-2.54826,1749200676871,4
984.295,-125.732,586.474,-3.10998,0.0222325,-2.54736,1749200676875,4
984.284,-124.786,586.521,-3.1096,0.0222884,-2.54647,1749200676879,4
984.273,-123.859,586.575,-3.10922,0.0223393,-2.54558,1749200676883,4
984.263,-122.949,586.635,-3.10883,0.0223871,-2.5447,1749200676887,4
984.254,-122.054,586.694,-3.10844,0.0224377,-2.54382,1749200676891,4
984.247,-121.153,586.753,-3.10803,0.0224983,-2.54293,1749200676895,4
984.245,-120.246,586.807,-3.1076,0.0225723,-2.54203,1749200676899,4
984.244,-119.333,586.859,-3.10717,0.0226588,-2.54111,1749200676903,4
984.244,-118.422,586.915,-3.10672,0.0227573,-2.54018,1749200676907,4
984.245,-117.513,586.973,-3.10626,0.0228677,-2.53924,1749200676911,4
984.247,-116.615,587.033,-3.1058,0.0229872,-2.5383,1749200676915,4
984.251,-115.731,587.094,-3.10534,0.023114,-2.53737,1749200676919,4
984.26,-114.841,587.154,-3.10488,0.023246,-2.53643,1749200676923,4
984.274,-113.944,587.212,-3.10443,0.0233832,-2.53548,1749200676927,4
984.293,-113.041,587.268,-3.10399,0.0235256,-2.53453,1749200676931,4
984.312,-112.167,587.327,-3.10357,0.0236727,-2.53359,1749200676935,4
984.33,-111.326,587.388,-3.10317,0.0238245,-2.53268,1749200676939,4
984.351,-110.507,587.45,-3.1028,0.0239777,-2.53178,1749200676943,4
984.373,-109.708,587.513,-3.10244,0.024132,-2.53091,1749200676947,4
984.398,-108.902,587.577,-3.1021,0.0242905,-2.53003,1749200676951,4
984.424,-108.089,587.646,-3.10177,0.0244541,-2.52914,1749200676955,4
984.45,-107.267,587.72,-3.10145,0.0246224,-2.52825,1749200676959,4
984.472,-106.437,587.795,-3.10114,0.0247768,-2.52735,1749200676963,4
984.493,-105.603,587.871,-3.10083,0.0249188,-2.52646,1749200676967,4
984.513,-104.764,587.947,-3.10053,0.0250507,-2.52559,1749200676971,4
984.531,-103.94,588.021,-3.10024,0.0251649,-2.52474,1749200676975,4
984.548,-103.127,588.092,-3.09996,0.0252616,-2.5239,1749200676979,4
984.567,-102.322,588.158,-3.09968,0.0253439,-2.52309,1749200676983,4
984.586,-101.523,588.221,-3.09941,0.0254176,-2.52231,1749200676987,4
984.607,-100.728,588.275,-3.09914,0.0254899,-2.52154,1749200676991,4
984.633,-99.9376,588.314,-3.09889,0.0255674,-2.5208,1749200676995,4
984.66,-99.1503,588.342,-3.09865,0.0256515,-2.52007,1749200676999,4
984.689,-98.3711,588.368,-3.09841,0.0257401,-2.51934,1749200677003,4
984.718,-97.6001,588.393,-3.09817,0.0258321,-2.51862,1749200677007,4
984.748,-96.838,588.416,-3.09793,0.0259239,-2.51791,1749200677011,4
984.78,-96.0683,588.435,-3.09769,0.0260167,-2.51718,1749200677015,4
984.818,-95.2896,588.445,-3.09744,0.026116,-2.51645,1749200677019,4
984.862,-94.5147,588.446,-3.0972,0.0262268,-2.51572,1749200677023,4
984.905,-93.7476,588.447,-3.09696,0.0263351,-2.51499,1749200677027,4
984.949,-92.9862,588.443,-3.09672,0.0264376,-2.51427,1749200677031,4
985.001,-92.2338,588.439,-3.09648,0.0265265,-2.51356,1749200677035,4
985.06,-91.4905,588.435,-3.09625,0.0266017,-2.51287,1749200677039,4
985.12,-90.752,588.43,-3.09601,0.0266813,-2.51218,1749200677043,4
985.181,-90.0156,588.426,-3.09577,0.0267639,-2.51148,1749200677047,4
985.241,-89.2801,588.426,-3.09554,0.0268448,-2.51077,1749200677051,4
985.298,-88.5483,588.432,-3.0953,0.0269234,-2.51004,1749200677055,4
985.353,-87.8238,588.443,-3.09507,0.0270013,-2.50931,1749200677059,4
985.405,-87.1075,588.457,-3.09484,0.0270773,-2.50858,1749200677063,4
985.455,-86.4048,588.472,-3.09463,0.0271471,-2.50785,1749200677067,4
985.501,-85.7195,588.494,-3.09442,0.0272057,-2.50712,1749200677071,4
985.543,-85.0509,588.529,-3.09421,0.0272445,-2.50639,1749200677075,4
985.578,-84.3925,588.574,-3.09401,0.0272583,-2.50566,1749200677079,4
985.61,-83.7429,588.621,-3.09382,0.0272513,-2.50494,1749200677083,4
985.637,-83.1112,588.67,-3.09365,0.027231,-2.50423,1749200677087,4
985.661,-82.4956,588.719,-3.09349,0.0271998,-2.50353,1749200677091,4
985.68,-81.8916,588.769,-3.09335,0.0271539,-2.50283,1749200677095,4
985.691,-81.3007,588.824,-3.0932,0.0270879,-2.50214,1749200677099,4
985.692,-80.7284,588.887,-3.09308,0.027006,-2.50145,1749200677103,4
985.693,-80.1706,588.951,-3.09297,0.0269221,-2.50076,1749200677107,4
985.692,-79.6263,589.018,-3.09288,0.0268318,-2.50007,1749200677111,4
985.685,-79.0912,589.078,-3.0928,0.026742,-2.49937,1749200677115,4
