x,y,z,A,B,C,T,delta_ms
984.115,-65.3482,592.61,-3.08865,0.0174059,-2.4853,1749200677431,8
984.197,-65.6296,592.745,-3.08816,0.0170992,-2.48547,1749200677439,8
984.225,-65.8961,592.824,-3.08784,0.0170329,-2.48592,1749200677449,10
984.157,-66.3053,593.032,-3.08749,0.0167707,-2.48619,1749200677457,8
984.094,-66.5356,593.122,-3.08695,0.0163431,-2.48658,1749200677464,7
984.063,-66.7971,593.222,-3.08654,0.0159727,-2.48707,1749200677472,8
983.978,-67.0982,593.336,-3.08603,0.0152205,-2.48761,1749200677481,9
983.903,-67.38,593.48,-3.08562,0.0147285,-2.48845,1749200677489,8
983.744,-67.8276,593.718,-3.08531,0.014224,-2.48927,1749200677498,9
983.664,-68.1648,593.868,-3.08515,0.0138576,-2.48992,1749200677507,9
983.636,-68.5292,594.039,-3.08493,0.0137099,-2.49031,1749200677515,8
983.663,-68.8381,594.117,-3.08455,0.0137682,-2.49026,1749200677523,8
983.763,-69.1586,594.247,-3.08405,0.0140912,-2.49031,1749200677532,9
983.954,-68.7988,593.781,-3.08367,0.0143219,-2.49085,1749200677540,8
983.933,-69.045,593.892,-3.08296,0.0141203,-2.49116,1749200677548,8
983.992,-69.0827,593.765,-3.08249,0.014019,-2.49162,1749200677556,8
983.888,-69.3108,593.884,-3.08175,0.0134596,-2.49214,1749200677565,9
983.795,-69.5093,594.003,-3.08114,0.0129122,-2.49258,1749200677574,9
983.84,-69.8454,594.334,-3.08073,0.0123314,-2.49288,1749200677582,8
983.776,-70.0596,594.45,-3.08041,0.0118784,-2.49335,1749200677590,8
983.816,-70.1309,594.342,-3.08009,0.0118535,-2.49399,1749200677598,8
983.867,-70.3252,594.469,-3.07979,0.011936,-2.49422,1749200677606,8
983.844,-70.5065,594.604,-3.07923,0.011708,-2.49457,1749200677615,9
984.024,-70.6949,594.84,-3.07876,0.0112668,-2.49446,1749200677623,8
984.044,-70.8866,594.989,-3.07844,0.0111187,-2.49489,1749200677632,9
984.092,-71.1907,595.227,-3.0781,0.0107531,-2.49507,1749200677640,8
984.165,-71.4404,595.392,-3.07805,0.0107794,-2.49538,1749200677649,9
984.161,-71.6906,595.585,-3.07768,0.0109637,-2.49558,1749200677656,7
984.268,-71.8914,595.753,-3.07735,0.0112363,-2.49579,1749200677665,9
984.381,-72.0652,595.885,-3.07704,0.0115772,-2.4958,1749200677672,7
984.311,-72.3081,596.032,-3.07611,0.01171,-2.49567,1749200677681,9
984.379,-72.4107,596.18,-3.0753,0.0117374,-2.49581,1749200677689,8
984.275,-72.6428,596.43,-3.0741,0.0114275,-2.49614,1749200677698,9
984.156,-72.6847,596.623,-3.07319,0.0104407,-2.49734,1749200677707,9
984.092,-72.779,596.815,-3.07241,0.00976718,-2.49812,1749200677714,7
983.902,-72.8231,596.926,-3.07173,0.00870885,-2.49868,1749200677722,8
983.851,-72.9618,597.136,-3.07119,0.00821862,-2.49907,1749200677731,9
983.798,-73.0873,597.262,-3.07062,0.00801756,-2.49904,1749200677739,8
983.904,-73.1965,597.477,-3.07007,0.00839253,-2.49875,1749200677749,10
984.032,-73.2295,597.564,-3.06943,0.00863725,-2.49861,1749200677757,8
984.159,-73.3314,597.756,-3.06884,0.00892355,-2.4986,1749200677765,8
984.271,-73.4003,597.935,-3.06831,0.00910267,-2.49888,1749200677773,8
984.286,-73.589,598.119,-3.06761,0.00892411,-2.49926,1749200677781,8
984.312,-73.6704,598.274,-3.06745,0.00882948,-2.49975,1749200677789,8
984.425,-73.9314,598.471,-3.06719,0.00894275,-2.49983,1749200677798,9
984.463,-74.1355,598.6,-3.0676,0.00902931,-2.49961,1749200677806,8
984.566,-74.3552,598.784,-3.0677,0.00927395,-2.49965,1749200677816,10
984.517,-74.4658,598.851,-3.06803,0.00902177,-2.49929,1749200677823,7
984.482,-74.7374,599.047,-3.06821,0.00859467,-2.49918,1749200677831,8
984.359,-74.9723,599.24,-3.06817,0.00803754,-2.49892,1749200677839,8
984.148,-75.1,599.364,-3.06802,0.00671942,-2.49889,1749200677848,9
984.147,-75.0527,599.382,-3.06783,0.00626004,-2.4988,1749200677856,8
984.014,-75.2094,599.549,-3.06774,0.00536288,-2.49876,1749200677866,10
983.986,-75.2959,599.679,-3.06762,0.00505248,-2.49869,1749200677873,7
983.92,-75.5025,599.945,-3.0677,0.0048668,-2.49839,1749200677881,8
983.985,-75.6423,600.111,-3.06781,0.00500492,-2.49806,1749200677890,9
984.069,-75.7063,600.112,-3.06805,0.00505316,-2.4978,1749200677898,8
984.115,-75.8542,600.244,-3.06823,0.00515506,-2.49738,1749200677907,9
984.134,-76.0009,600.369,-3.06836,0.00509339,-2.4971,1749200677915,8
984.279,-75.8838,600.337,-3.0682,0.00484826,-2.49673,1749200677923,8
984.337,-75.9455,600.439,-3.06799,0.00476343,-2.4966,1749200677932,9
984.303,-75.9581,600.497,-3.06778,0.00442984,-2.4966,1749200677940,8
984.282,-75.9975,600.603,-3.06774,0.00390599,-2.4968,1749200677949,9
984.197,-76.2253,600.831,-3.0678,0.00338859,-2.49678,1749200677957,8
984.146,-76.3396,600.904,-3.0682,0.00278565,-2.49681,1749200677965,8
984.12,-76.4367,600.988,-3.0684,0.00232607,-2.49675,1749200677973,8
984.121,-76.57,601.049,-3.06858,0.00199811,-2.49648,1749200677982,9
984.175,-76.6178,601.102,-3.06863,0.0019836,-2.49615,1749200677990,8
984.165,-76.5859,601.089,-3.06856,0.00189515,-2.49578,1749200677999,9
984.369,-76.535,601.138,-3.06811,0.0025765,-2.49502,1749200678008,9
984.489,-76.5176,601.202,-3.06774,0.00282942,-2.49452,1749200678016,8
984.604,-76.2767,601.225,-3.06644,0.00328066,-2.49419,1749200678023,7
984.692,-76.0701,601.283,-3.06535,0.00333767,-2.49418,1749200678032,9
984.786,-75.7397,601.296,-3.06455,0.00332459,-2.49411,1749200678040,8
984.745,-75.4187,601.34,-3.06324,0.00271474,-2.49465,1749200678048,8
984.683,-75.1519,601.397,-3.06232,0.00216169,-2.4949,1749200678057,9
984.666,-74.915,601.441,-3.06149,0.00176578,-2.49484,1749200678066,9
984.612,-74.6843,601.484,-3.06072,0.00144915,-2.49487,1749200678073,7
984.571,-74.444,601.584,-3.0599,0.001114,-2.49493,1749200678082,9
984.468,-74.2275,601.636,-3.05943,0.000698238,-2.49499,1749200678090,8
984.357,-73.9015,601.611,-3.05871,0.00012778,-2.49479,1749200678098,8
984.11,-73.5782,601.657,-3.05799,-0.000891497,-2.49445,1749200678106,8
983.946,-73.2287,601.723,-3.05706,-0.00166202,-2.49404,1749200678115,9
983.766,-72.8405,601.754,-3.05571,-0.00260736,-2.49337,1749200678123,8
983.582,-72.3293,601.834,-3.05407,-0.00333049,-2.49292,1749200678132,9
983.57,-71.801,601.814,-3.05226,-0.00373193,-2.49242,1749200678140,8
983.443,-71.1716,601.901,-3.05009,-0.00407435,-2.49201,1749200678149,9
983.272,-70.5932,602.054,-3.048,-0.004463,-2.49175,1749200678156,7
983.039,-69.9356,602.208,-3.04588,-0.00523422,-2.49181,1749200678165,9
982.553,-69.2173,602.379,-3.04398,-0.00688502,-2.49176,1749200678173,8
982.072,-68.5446,602.555,-3.04186,-0.008806,-2.49165,1749200678181,8
981.493,-67.8126,602.747,-3.03949,-0.0112268,-2.4914,1749200678189,8
980.896,-67.0657,602.88,-3.03703,-0.0134058,-2.49124,1749200678199,10
980.06,-66.1385,603.083,-3.03373,-0.0168958,-2.49096,1749200678206,7
979.331,-65.2,603.302,-3.03048,-0.0198764,-2.49076,1749200678215,9
978.325,-64.2421,603.588,-3.02676,-0.0236163,-2.49034,1749200678223,8
977.367,-63.18,603.874,-3.02296,-0.0274071,-2.49017,1749200678231,8
976.244,-62.2929,604.167,-3.01948,-0.0311966,-2.49026,1749200678239,8
975.093,-61.3089,604.533,-3.01616,-0.0357149,-2.4902,1749200678248,9
973.963,-60.4266,604.775,-3.01327,-0.0401957,-2.48979,1749200678256,8
972.544,-59.4515,605.194,-3.01029,-0.045655,-2.48925,1749200678266,10
971.496,-58.5956,605.535,-3.00754,-0.0496479,-2.48899,1749200678273,7
970.237,-57.6097,605.891,-3.00441,-0.0544199,-2.48831,1749200678282,9
969.109,-56.6641,606.285,-3.0017,-0.0583943,-2.48786,1749200678290,8
968.054,-55.7413,606.65,-2.99882,-0.062317,-2.48726,1749200678298,8
967.065,-54.9308,607.052,-2.99695,-0.0653067,-2.48621,1749200678306,8
966.064,-54.024,607.473,-2.99452,-0.0685906,-2.48519,1749200678315,9
965.419,-53.1377,607.619,-2.99253,-0.0705863,-2.48313,1749200678323,8
964.573,-52.1985,608.001,-2.99017,-0.0729567,-2.48155,1749200678331,8
963.153,-50.7106,608.676,-2.9856,-0.077234,-2.47858,1749200678340,9
962.894,-50.121,608.837,-2.98414,-0.0774575,-2.47769,1749200678349,9
962.47,-49.516,609.126,-2.98208,-0.0777564,-2.47632,1749200678356,7
962.093,-48.5008,609.361,-2.97939,-0.0780362,-2.47451,1749200678365,9
961.853,-47.4123,609.572,-2.97641,-0.0777102,-2.47305,1749200678373,8
961.682,-46.1191,609.816,-2.97272,-0.0768913,-2.47136,1749200678382,9
961.464,-45.1063,610.06,-2.97007,-0.0766725,-2.47004,1749200678389,7
961.028,-44.0551,610.483,-2.96742,-0.0773837,-2.4686,1749200678398,9
960.628,-43.1736,610.797,-2.96544,-0.0782189,-2.46759,1749200678406,8
960.162,-42.2703,611.116,-2.9633,-0.0793156,-2.46646,1749200678414,8
959.493,-41.4269,611.51,-2.96195,-0.0819149,-2.46622,1749200678423,9
958.812,-40.5974,611.927,-2.96015,-0.0843116,-2.46569,1749200678431,8
958.189,-39.8326,612.268,-2.9585,-0.0863286,-2.46512,1749200678439,8
957.499,-38.8809,612.692,-2.95626,-0.0886118,-2.46473,1749200678448,9
956.859,-38.0346,612.985,-2.95381,-0.0903406,-2.46404,1749200678456,8
956.424,-37.056,613.347,-2.95112,-0.091579,-2.46321,1749200678465,9
955.923,-36.1355,613.715,-2.94877,-0.0930615,-2.46266,1749200678473,8
955.353,-35.3856,614.141,-2.94642,-0.0944978,-2.46241,1749200678481,8
954.858,-34.5117,614.602,-2.9445,-0.0959444,-2.46279,1749200678489,8
954.355,-33.5897,614.854,-2.94274,-0.0976187,-2.46248,1749200678498,9
953.859,-32.9511,615.258,-2.94182,-0.0990348,-2.46228,1749200678506,8
953.246,-32.0777,615.718,-2.94007,-0.10087,-2.46179,1749200678515,9
952.69,-31.5688,616.04,-2.93941,-0.10242,-2.46069,1749200678522,7
952.247,-30.6721,616.336,-2.93779,-0.104004,-2.4599,1749200678531,9
950.124,-27.1304,617.671,-2.93027,-0.110295,-2.45636,1749200678555,24
949.822,-26.3651,617.993,-2.92889,-0.110625,-2.4566,1749200678568,13
949.438,-24.8848,618.643,-2.92757,-0.110026,-2.45423,1749200678578,10
949.441,-24.3969,618.702,-2.92738,-0.109711,-2.45342,1749200678595,17
949.23,-23.6039,619.009,-2.92625,-0.109581,-2.45184,1749200678606,11
948.963,-22.6822,619.382,-2.92476,-0.109869,-2.45089,1749200678614,8
948.703,-21.914,619.68,-2.9233,-0.110289,-2.4504,1749200678622,8
948.296,-20.9895,620.06,-2.92147,-0.111261,-2.45014,1749200678631,9
947.802,-20.1955,620.435,-2.91987,-0.112755,-2.45006,1749200678639,8
947.276,-19.2733,620.864,-2.91813,-0.114274,-2.44973,1749200678648,9
946.779,-18.5402,621.301,-2.91701,-0.11563,-2.4492,1749200678656,8
946.269,-17.7477,621.728,-2.91598,-0.116858,-2.44853,1749200678665,9
945.818,-17.0682,622.113,-2.91527,-0.117874,-2.44751,1749200678673,8
945.316,-16.3119,622.552,-2.91471,-0.119057,-2.44649,1749200678682,9
944.722,-15.6737,622.935,-2.9144,-0.120758,-2.44562,1749200678690,8
944.042,-15.0623,623.33,-2.91379,-0.122254,-2.44483,1749200678698,8
943.461,-14.4366,623.676,-2.9133,-0.123726,-2.44413,1749200678706,8
