x,y,z,A,B,C,button,T,delta_ms
780.9,194.623,1176.72,2.17301,1.43121,-0.715181,0,1754272957966,0
780.899,194.64,1176.71,2.17287,1.43055,-0.715107,0,1754272957974,8
780.912,194.665,1176.71,2.17259,1.43016,-0.714585,0,1754272957982,8
780.894,194.631,1176.69,2.17315,1.42997,-0.714861,0,1754272957990,8
780.876,194.597,1176.66,2.17366,1.42992,-0.715148,0,1754272957998,8
780.773,194.397,1176.59,2.17512,1.43046,-0.716208,0,1754272958006,8
780.757,194.361,1176.55,2.17645,1.43089,-0.717505,0,1754272958014,8
780.747,194.364,1176.47,2.17755,1.43116,-0.718817,0,1754272958022,8
780.755,194.368,1176.45,2.1786,1.43134,-0.720052,0,1754272958030,8
780.879,194.529,1176.68,2.17932,1.43106,-0.721417,0,1754272958038,8
780.916,194.575,1176.69,2.18097,1.43082,-0.723522,0,1754272958046,8
780.969,194.636,1176.72,2.18368,1.43001,-0.726579,0,1754272958054,8
780.98,194.593,1176.58,2.18541,1.42945,-0.728221,0,1754272958062,8
781.013,194.598,1176.59,2.18788,1.42887,-0.730428,0,1754272958070,8
780.861,194.277,1176.42,2.18953,1.42849,-0.731526,0,1754272958078,8
780.856,194.329,1176.42,2.1917,1.42826,-0.733094,0,1754272958086,8
780.862,194.288,1176.44,2.19446,1.42814,-0.735223,0,1754272958094,8
780.929,194.273,1176.5,2.19777,1.42815,-0.738213,0,1754272958102,8
780.939,194.239,1176.53,2.20068,1.42804,-0.74073,0,1754272958110,8
780.94,194.212,1176.56,2.20505,1.42814,-0.745048,0,1754272958118,8
780.907,194.442,1176.79,2.20909,1.42807,-0.749138,0,1754272958126,8
780.857,194.446,1176.82,2.21055,1.42812,-0.750658,0,1754272958134,8
780.985,194.731,1177.06,2.21119,1.42818,-0.751258,0,1754272958142,8
780.928,194.765,1177.08,2.21062,1.42807,-0.75046,0,1754272958150,8
780.659,194.458,1176.84,2.20698,1.42792,-0.746684,0,1754272958158,8
780.868,194.802,1177.18,2.20331,1.42766,-0.742772,0,1754272958166,8
780.794,194.883,1177.19,2.1989,1.4273,-0.738148,0,1754272958174,8
780.683,195.031,1177.13,2.19492,1.42683,-0.733947,0,1754272958182,8
780.581,195.126,1177.15,2.19086,1.42658,-0.729647,0,1754272958190,8
780.474,195.209,1177.17,2.18676,1.42631,-0.725379,0,1754272958198,8
780.378,195.266,1177.22,2.18426,1.42678,-0.722501,0,1754272958206,8
780.227,195.293,1177.25,2.1814,1.42724,-0.719397,0,1754272958214,8
780.045,195.321,1177.46,2.17896,1.42796,-0.716658,0,1754272958222,8
779.874,195.351,1177.49,2.17544,1.42877,-0.712849,0,1754272958230,8
779.666,195.401,1177.52,2.17031,1.42978,-0.707478,0,1754272958238,8
779.406,195.541,1177.49,2.16178,1.43045,-0.69914,0,1754272958246,8
779.198,195.721,1177.51,2.15315,1.43091,-0.690926,0,1754272958254,8
779.045,195.811,1177.78,2.14075,1.43116,-0.679312,0,1754272958262,8
778.826,196.021,1177.81,2.12961,1.43116,-0.66908,0,1754272958270,8
778.671,196.199,1177.78,2.11826,1.43111,-0.658206,0,1754272958278,8
778.435,196.378,1177.77,2.10576,1.43116,-0.646091,0,1754272958286,8
778.133,196.507,1177.72,2.09095,1.43113,-0.630989,0,1754272958294,8
777.831,196.551,1177.72,2.07816,1.43143,-0.617671,0,1754272958302,8
777.535,196.648,1177.69,2.06574,1.43204,-0.604643,0,1754272958310,8
777.252,196.75,1177.66,2.05323,1.43264,-0.591739,0,1754272958318,8
776.854,196.686,1177.72,2.04319,1.43404,-0.581689,0,1754272958326,8
776.597,196.825,1177.71,2.03394,1.43576,-0.573081,0,1754272958334,8
776.228,197.005,1177.59,2.02452,1.43729,-0.564383,0,1754272958342,8
775.945,197.155,1177.56,2.01392,1.43875,-0.554399,0,1754272958350,8
775.669,197.325,1177.52,2.00282,1.44051,-0.54399,0,1754272958358,8
775.311,197.561,1177.45,1.99104,1.44216,-0.532709,0,1754272958366,8
775.012,197.81,1177.41,1.97856,1.44343,-0.520954,0,1754272958374,8
774.797,198.132,1177.54,1.96571,1.44449,-0.508651,0,1754272958382,8
774.504,198.407,1177.52,1.95363,1.44523,-0.497317,0,1754272958390,8
774.21,198.671,1177.51,1.94214,1.44612,-0.486547,0,1754272958398,8
773.767,198.802,1177.39,1.93122,1.44681,-0.476238,0,1754272958406,8
773.392,199.008,1177.38,1.9205,1.44768,-0.465956,0,1754272958414,8
772.927,199.019,1177.31,1.90856,1.44883,-0.453923,0,1754272958422,8
772.501,199.143,1177.3,1.89533,1.45003,-0.44037,0,1754272958430,8
772.084,199.285,1177.3,1.88217,1.45118,-0.426917,0,1754272958438,8
771.58,199.438,1177.28,1.86901,1.45222,-0.41301,0,1754272958446,8
771.124,199.609,1177.33,1.85628,1.45283,-0.399986,0,1754272958454,8
770.599,199.732,1177.28,1.84456,1.45332,-0.388175,0,1754272958462,8
770.105,199.921,1177.34,1.83348,1.45351,-0.377126,0,1754272958470,8
769.515,200.083,1177.35,1.82331,1.45372,-0.366936,0,1754272958478,8
768.976,200.249,1177.41,1.81306,1.45405,-0.356759,0,1754272958486,8
768.401,200.387,1177.46,1.8031,1.4544,-0.346674,0,1754272958494,8
767.807,200.46,1177.48,1.79211,1.45505,-0.335091,0,1754272958502,8
767.182,200.565,1177.55,1.7823,1.45536,-0.3246,0,1754272958510,8
766.531,200.617,1177.56,1.77245,1.45569,-0.31379,0,1754272958518,8
766.207,201.132,1178,1.76374,1.45601,-0.304305,0,1754272958526,8
765.55,201.227,1178.12,1.75842,1.45587,-0.297759,0,1754272958534,8
764.826,201.377,1178.17,1.75229,1.45614,-0.290538,0,1754272958542,8
764.132,201.47,1178.29,1.74675,1.45638,-0.283813,0,1754272958550,8
763.432,201.6,1178.39,1.74011,1.45711,-0.276047,0,1754272958558,8
762.7,201.696,1178.5,1.73434,1.45782,-0.269274,0,1754272958566,8
761.948,201.804,1178.61,1.72826,1.45876,-0.262358,0,1754272958574,8
761.06,201.763,1178.69,1.72172,1.45977,-0.255143,0,1754272958582,8
760.28,201.902,1178.81,1.71644,1.46064,-0.249144,0,1754272958590,8
759.499,202.043,1178.93,1.71129,1.46136,-0.243236,0,1754272958598,8
758.582,202.276,1179.09,1.70579,1.46155,-0.236935,0,1754272958606,8
757.75,202.485,1179.23,1.7024,1.4617,-0.232684,0,1754272958614,8
756.9,202.578,1179.15,1.69701,1.46206,-0.2262,0,1754272958622,8
756.008,202.857,1179.26,1.69178,1.46202,-0.220026,0,1754272958630,8
755.142,203.124,1179.38,1.68662,1.46218,-0.214166,0,1754272958638,8
754.116,203.356,1179.41,1.6803,1.46227,-0.207673,0,1754272958646,8
753.247,203.759,1179.57,1.67678,1.46238,-0.204499,0,1754272958654,8
752.499,204.213,1179.85,1.67484,1.46251,-0.203066,0,1754272958662,8
751.574,204.592,1180.03,1.67123,1.46286,-0.200053,0,1754272958670,8
750.688,204.92,1180.19,1.66879,1.4633,-0.19774,0,1754272958678,8
749.743,205.085,1180.36,1.6657,1.46431,-0.193636,0,1754272958686,8
748.68,205.215,1180.51,1.66122,1.4658,-0.187338,0,1754272958694,8
747.646,205.45,1180.7,1.65799,1.46719,-0.182158,0,1754272958702,8
746.547,205.605,1180.86,1.65192,1.469,-0.174156,0,1754272958710,8
745.363,205.564,1180.83,1.64419,1.47062,-0.165135,0,1754272958718,8
744.372,206.056,1181.06,1.63893,1.47243,-0.158916,0,1754272958726,8
743.288,206.41,1181.19,1.63066,1.4739,-0.150374,0,1754272958734,8
742.35,207.088,1181.3,1.62412,1.475,-0.144295,0,1754272958742,8
741.237,207.643,1181.42,1.61587,1.47586,-0.13709,0,1754272958751,9
740.446,208.485,1181.76,1.61102,1.47617,-0.133181,0,1754272958758,7
739.453,209.081,1181.87,1.60826,1.47621,-0.131579,0,1754272958766,8
738.446,209.699,1181.98,1.60658,1.47595,-0.130963,0,1754272958774,8
737.407,210.14,1182.19,1.60698,1.47598,-0.131732,0,1754272958782,8
736.391,210.698,1182.24,1.60685,1.47571,-0.131476,0,1754272958790,8
735.369,211.252,1182.3,1.60481,1.47577,-0.129631,0,1754272958798,8
734.522,211.79,1182.41,1.59504,1.47679,-0.11979,0,1754272958806,8
733.499,212.29,1182.39,1.58462,1.47783,-0.109579,0,1754272958814,8
732.183,212.762,1182.38,1.57287,1.47921,-0.0984024,0,1754272958822,8
731.214,213.318,1182.39,1.56158,1.48057,-0.0880334,0,1754272958830,8
730.103,213.752,1182.37,1.55604,1.4818,-0.0839966,0,1754272958838,8
729.176,214.361,1182.43,1.55583,1.4829,-0.0854483,0,1754272958846,8
728.256,214.952,1182.51,1.56015,1.48378,-0.0911876,0,1754272958854,8
727.328,215.576,1182.51,1.56414,1.48452,-0.0959326,0,1754272958862,8
726.42,216.016,1182.58,1.57907,1.48566,-0.110545,0,1754272958870,8
725.475,216.484,1182.64,1.5874,1.48692,-0.11883,0,1754272958878,8
724.327,216.571,1182.51,1.59358,1.48889,-0.123117,0,1754272958886,8
723.404,216.948,1182.5,1.59921,1.49081,-0.127409,0,1754272958894,8
722.364,217.304,1182.45,1.60397,1.49251,-0.131391,0,1754272958902,8
721.497,217.754,1182.4,1.60862,1.49442,-0.135096,0,1754272958910,8
720.611,218.193,1182.37,1.61515,1.49615,-0.14076,0,1754272958918,8
719.585,218.641,1182.22,1.6201,1.49756,-0.144942,0,1754272958926,8
718.68,219.046,1182.15,1.62603,1.49928,-0.149679,0,1754272958934,8
717.766,219.274,1182.09,1.63169,1.50095,-0.154122,0,1754272958942,8
716.873,219.619,1182,1.63089,1.50285,-0.151805,0,1754272958950,8
715.883,219.815,1181.71,1.62811,1.50459,-0.148235,0,1754272958958,8
715.146,220.45,1181.77,1.62506,1.50608,-0.144967,0,1754272958966,8
714.282,220.971,1181.67,1.61712,1.50734,-0.137594,0,1754272958974,8
713.386,221.442,1181.63,1.60939,1.5082,-0.130811,0,1754272958982,8
712.552,222.038,1181.54,1.60115,1.50866,-0.123661,0,1754272958990,8
