x,y,z,A,B,C,button,T,delta_ms
780.9,194.623,1176.72,2.17301,1.43121,-0.715181,0,1754272957966,0
780.9,194.627,1176.72,2.17298,1.43104,-0.715162,0,1754272957970,4
780.9,194.631,1176.71,2.17294,1.43088,-0.715144,0,1754272957974,4
780.901,194.637,1176.71,2.17289,1.43075,-0.715069,0,1754272957978,4
780.903,194.642,1176.71,2.17283,1.43063,-0.714972,0,1754272957982,4
780.903,194.643,1176.71,2.17283,1.43054,-0.71493,0,1754272957986,4
780.902,194.642,1176.71,2.17288,1.43046,-0.714921,0,1754272957990,4
780.9,194.638,1176.7,2.17294,1.43039,-0.714931,0,1754272957994,4
780.897,194.634,1176.7,2.17302,1.43034,-0.714955,0,1754272957998,4
780.89,194.62,1176.69,2.17316,1.43032,-0.715028,0,1754272958002,4
780.879,194.6,1176.68,2.17334,1.43034,-0.715135,0,1754272958006,4
780.867,194.577,1176.67,2.17359,1.43029,-0.715286,0,1754272958010,4
780.854,194.553,1176.65,2.17391,1.43029,-0.7155,0,1754272958014,4
780.841,194.528,1176.63,2.17428,1.43033,-0.715776,0,1754272958018,4
780.826,194.501,1176.61,2.17472,1.4304,-0.716135,0,1754272958022,4
780.812,194.474,1176.59,2.17521,1.4305,-0.716575,0,1754272958026,4
780.798,194.449,1176.57,2.17574,1.43062,-0.717059,0,1754272958030,4
780.791,194.432,1176.56,2.17626,1.43073,-0.717593,0,1754272958034,4
780.791,194.425,1176.56,2.1768,1.43083,-0.718177,0,1754272958038,4
780.793,194.421,1176.56,2.17739,1.43092,-0.718844,0,1754272958042,4
780.801,194.428,1176.56,2.17799,1.43098,-0.71956,0,1754272958046,4
780.816,194.447,1176.58,2.17865,1.43098,-0.720367,0,1754272958050,4
780.835,194.47,1176.59,2.17937,1.43092,-0.721254,0,1754272958054,4
780.855,194.493,1176.6,2.18011,1.43081,-0.722158,0,1754272958058,4
780.875,194.514,1176.6,2.18088,1.43067,-0.723076,0,1754272958062,4
780.898,194.535,1176.61,2.18171,1.43049,-0.724035,0,1754272958066,4
780.922,194.556,1176.63,2.18261,1.43027,-0.725037,0,1754272958070,4
780.938,194.562,1176.63,2.18353,1.43003,-0.726032,0,1754272958074,4
780.942,194.547,1176.62,2.18449,1.42978,-0.727013,0,1754272958078,4
