x,y,z,A,B,C,button,T,delta_ms
218.909,-396.672,-615.723,1.69238,0.0952563,-1.6366,0,1754272957966,0
218.913,-396.682,-615.707,1.69243,0.0956704,-1.63609,0,1754272957974,8
218.903,-396.676,-615.68,1.69218,0.0959071,-1.63575,0,1754272957982,8
218.916,-396.704,-615.717,1.6919,0.0960989,-1.63565,0,1754272957990,8
218.928,-396.733,-615.752,1.69168,0.0961912,-1.63565,0,1754272957998,8
219.002,-396.803,-615.964,1.69132,0.0959975,-1.63617,0,1754272958006,8
219.012,-396.84,-616.002,1.6913,0.0958561,-1.63661,0,1754272958014,8
219.021,-396.919,-616,1.69155,0.0957867,-1.63693,0,1754272958022,8
219.013,-396.945,-615.995,1.69175,0.09577,-1.63718,0,1754272958030,8
218.917,-396.712,-615.819,1.69241,0.0960143,-1.63706,0,1754272958038,8
218.886,-396.704,-615.768,1.69288,0.0963326,-1.63707,0,1754272958046,8
218.843,-396.669,-615.701,1.69327,0.0971456,-1.63673,0,1754272958054,8
218.823,-396.809,-615.742,1.69319,0.0977052,-1.63647,0,1754272958062,8
218.791,-396.792,-615.733,1.69296,0.0983563,-1.63626,0,1754272958070,8
218.894,-396.975,-616.072,1.69243,0.098797,-1.63611,0,1754272958078,8
218.907,-396.967,-616.02,1.69186,0.0991944,-1.63611,0,1754272958086,8
218.896,-396.951,-616.06,1.69128,0.0995776,-1.63626,0,1754272958094,8
218.828,-396.885,-616.066,1.691,0.0999276,-1.63657,0,1754272958102,8
218.815,-396.858,-616.099,1.69066,0.100314,-1.63675,0,1754272958110,8
218.811,-396.823,-616.125,1.69068,0.100705,-1.63724,0,1754272958118,8
218.88,-396.603,-615.902,1.69081,0.101166,-1.63759,0,1754272958126,8
218.931,-396.574,-615.905,1.69089,0.101283,-1.63778,0,1754272958134,8
218.848,-396.324,-615.606,1.69086,0.101309,-1.63788,0,1754272958142,8
218.91,-396.312,-615.579,1.69062,0.101331,-1.63773,0,1754272958150,8
219.13,-396.552,-615.919,1.69042,0.101061,-1.63725,0,1754272958158,8
218.976,-396.213,-615.551,1.69011,0.100863,-1.63669,0,1754272958166,8
219.061,-396.199,-615.48,1.68981,0.100647,-1.63598,0,1754272958174,8
219.189,-396.263,-615.348,1.68952,0.100547,-1.63523,0,1754272958182,8
219.304,-396.248,-615.268,1.6892,0.100289,-1.63464,0,1754272958190,8
219.421,-396.229,-615.2,1.68896,0.100034,-1.63403,0,1754272958198,8
219.525,-396.186,-615.156,1.68854,0.0994633,-1.63412,0,1754272958206,8
219.679,-396.16,-615.15,1.68826,0.0988615,-1.63417,0,1754272958214,8
219.868,-395.956,-615.146,1.68793,0.0981304,-1.63447,0,1754272958222,8
220.043,-395.925,-615.139,1.6876,0.0972307,-1.63473,0,1754272958230,8
220.255,-395.903,-615.118,1.68729,0.0960262,-1.63501,0,1754272958238,8
220.531,-395.939,-615.013,1.68735,0.0946835,-1.63474,0,1754272958246,8
220.762,-395.923,-614.863,1.68764,0.0934576,-1.63433,0,1754272958254,8
220.932,-395.654,-614.794,1.68824,0.0919492,-1.63345,0,1754272958262,8
221.178,-395.632,-614.615,1.68896,0.0907266,-1.63251,0,1754272958270,8
221.354,-395.671,-614.46,1.68927,0.0895084,-1.63151,0,1754272958278,8
221.612,-395.68,-614.314,1.68946,0.0880905,-1.6305,0,1754272958286,8
221.927,-395.738,-614.227,1.68893,0.086468,-1.62922,0,1754272958294,8
222.232,-395.747,-614.223,1.68821,0.0848617,-1.62839,0,1754272958302,8
222.537,-395.787,-614.166,1.68743,0.0831129,-1.62786,0,1754272958310,8
222.831,-395.822,-614.102,1.68687,0.0813586,-1.62736,0,1754272958318,8
223.218,-395.775,-614.22,1.68676,0.0794381,-1.62775,0,1754272958326,8
223.492,-395.793,-614.116,1.68732,0.0774393,-1.62852,0,1754272958334,8
223.878,-395.92,-613.986,1.68794,0.0755398,-1.62915,0,1754272958342,8
224.177,-395.959,-613.875,1.68846,0.073568,-1.62965,0,1754272958350,8
224.472,-396.008,-613.743,1.68905,0.0713973,-1.6304,0,1754272958358,8
224.857,-396.081,-613.558,1.68943,0.0692374,-1.63104,0,1754272958366,8
225.185,-396.134,-613.351,1.69003,0.0672102,-1.63134,0,1754272958374,8
225.445,-396.006,-613.06,1.69044,0.0652624,-1.63147,0,1754272958382,8
225.771,-396.034,-612.827,1.69106,0.0635609,-1.6314,0,1754272958390,8
226.097,-396.052,-612.604,1.69166,0.0618668,-1.63151,0,1754272958398,8
226.55,-396.191,-612.533,1.69215,0.0603359,-1.6315,0,1754272958406,8
226.949,-396.203,-612.379,1.69248,0.0587562,-1.63168,0,1754272958414,8
227.409,-396.287,-612.43,1.69228,0.0569405,-1.63205,0,1754272958422,8
227.848,-396.304,-612.364,1.69184,0.054985,-1.63243,0,1754272958430,8
