x,y,z,A,B,C,button,T,delta_ms
780.9,194.623,1176.72,2.17301,1.43121,-0.715181,0,1754272957966,0
780.9,194.631,1176.71,2.17294,1.43088,-0.715144,0,1754272957970,4
780.899,194.64,1176.71,2.17287,1.43055,-0.715107,0,1754272957974,4
780.906,194.653,1176.71,2.17273,1.43036,-0.714846,0,1754272957978,4
780.912,194.665,1176.71,2.17259,1.43016,-0.714585,0,1754272957982,4
780.903,194.648,1176.7,2.17287,1.43006,-0.714723,0,1754272957986,4
780.894,194.631,1176.69,2.17315,1.42997,-0.714861,0,1754272957990,4
780.885,194.614,1176.67,2.1734,1.42994,-0.715005,0,1754272957994,4
780.876,194.597,1176.66,2.17366,1.42992,-0.715148,0,1754272957998,4
780.825,194.497,1176.62,2.17439,1.43019,-0.715677,0,1754272958002,4
780.773,194.397,1176.59,2.17512,1.43046,-0.716208,0,1754272958006,4
780.765,194.379,1176.57,2.17578,1.43067,-0.716855,0,1754272958010,4
780.757,194.361,1176.55,2.17645,1.43089,-0.717505,0,1754272958014,4
780.752,194.363,1176.51,2.177,1.43102,-0.71816,0,1754272958018,4
780.747,194.364,1176.47,2.17755,1.43116,-0.718817,0,1754272958022,4
780.751,194.366,1176.46,2.17807,1.43125,-0.719434,0,1754272958026,4
780.755,194.368,1176.45,2.1786,1.43134,-0.720052,0,1754272958030,4
780.817,194.449,1176.56,2.17896,1.4312,-0.720735,0,1754272958034,4
780.879,194.529,1176.68,2.17932,1.43106,-0.721417,0,1754272958038,4
780.898,194.552,1176.68,2.18015,1.43094,-0.722471,0,1754272958042,4
780.916,194.575,1176.69,2.18097,1.43082,-0.723522,0,1754272958046,4
780.943,194.606,1176.7,2.18233,1.43042,-0.725055,0,1754272958050,4
780.969,194.636,1176.72,2.18368,1.43001,-0.726579,0,1754272958054,4
780.974,194.615,1176.65,2.18455,1.42973,-0.727401,0,1754272958058,4
780.98,194.593,1176.58,2.18541,1.42945,-0.728221,0,1754272958062,4
780.997,194.595,1176.59,2.18665,1.42916,-0.729327,0,1754272958066,4
781.013,194.598,1176.59,2.18788,1.42887,-0.730428,0,1754272958070,4
780.937,194.437,1176.5,2.18871,1.42868,-0.730978,0,1754272958074,4
780.861,194.277,1176.42,2.18953,1.42849,-0.731526,0,1754272958078,4
780.858,194.303,1176.42,2.19061,1.42837,-0.732311,0,1754272958082,4
780.856,194.329,1176.42,2.1917,1.42826,-0.733094,0,1754272958086,4
780.859,194.309,1176.43,2.19308,1.4282,-0.734159,0,1754272958090,4
780.862,194.288,1176.44,2.19446,1.42814,-0.735223,0,1754272958094,4
780.896,194.281,1176.47,2.19611,1.42814,-0.736718,0,1754272958098,4
780.929,194.273,1176.5,2.19777,1.42815,-0.738213,0,1754272958102,4
780.934,194.256,1176.52,2.19923,1.42809,-0.739472,0,1754272958106,4
780.939,194.239,1176.53,2.20068,1.42804,-0.74073,0,1754272958110,4
780.94,194.225,1176.55,2.20286,1.42809,-0.742888,0,1754272958114,4
780.94,194.212,1176.56,2.20505,1.42814,-0.745048,0,1754272958118,4
780.924,194.327,1176.67,2.20707,1.4281,-0.747093,0,1754272958122,4
780.907,194.442,1176.79,2.20909,1.42807,-0.749138,0,1754272958126,4
780.882,194.444,1176.8,2.20982,1.4281,-0.749898,0,1754272958130,4
780.857,194.446,1176.82,2.21055,1.42812,-0.750658,0,1754272958134,4
780.921,194.589,1176.94,2.21087,1.42815,-0.750958,0,1754272958138,4
780.985,194.731,1177.06,2.21119,1.42818,-0.751258,0,1754272958142,4
780.957,194.748,1177.07,2.2109,1.42813,-0.750859,0,1754272958146,4
780.928,194.765,1177.08,2.21062,1.42807,-0.75046,0,1754272958150,4
780.793,194.612,1176.96,2.2088,1.42799,-0.748571,0,1754272958154,4
780.659,194.458,1176.84,2.20698,1.42792,-0.746684,0,1754272958158,4
780.763,194.63,1177.01,2.20514,1.42779,-0.744726,0,1754272958162,4
780.868,194.802,1177.18,2.20331,1.42766,-0.742772,0,1754272958166,4
780.831,194.843,1177.19,2.2011,1.42748,-0.740457,0,1754272958170,4
780.794,194.883,1177.19,2.1989,1.4273,-0.738148,0,1754272958174,4
780.739,194.957,1177.16,2.19691,1.42707,-0.736044,0,1754272958178,4
780.683,195.031,1177.13,2.19492,1.42683,-0.733947,0,1754272958182,4
780.632,195.079,1177.14,2.19289,1.42671,-0.731795,0,1754272958186,4
780.581,195.126,1177.15,2.19086,1.42658,-0.729647,0,1754272958190,4
780.527,195.168,1177.16,2.18881,1.42645,-0.727511,0,1754272958194,4
780.474,195.209,1177.17,2.18676,1.42631,-0.725379,0,1754272958198,4
780.426,195.238,1177.2,2.18551,1.42655,-0.723942,0,1754272958202,4
780.378,195.266,1177.22,2.18426,1.42678,-0.722501,0,1754272958206,4
780.302,195.279,1177.23,2.18284,1.42701,-0.720951,0,1754272958210,4
780.227,195.293,1177.25,2.1814,1.42724,-0.719397,0,1754272958214,4
780.136,195.307,1177.35,2.18018,1.4276,-0.718031,0,1754272958218,4
780.045,195.321,1177.46,2.17896,1.42796,-0.716658,0,1754272958222,4
779.959,195.336,1177.47,2.1772,1.42836,-0.714759,0,1754272958226,4
779.874,195.351,1177.49,2.17544,1.42877,-0.712849,0,1754272958230,4
779.77,195.376,1177.51,2.17288,1.42928,-0.710173,0,1754272958234,4
779.666,195.401,1177.52,2.17031,1.42978,-0.707478,0,1754272958238,4
779.536,195.471,1177.5,2.16606,1.43012,-0.703319,0,1754272958242,4
779.406,195.541,1177.49,2.16178,1.43045,-0.69914,0,1754272958246,4
779.302,195.631,1177.5,2.15748,1.43068,-0.69504,0,1754272958250,4
779.198,195.721,1177.51,2.15315,1.43091,-0.690926,0,1754272958254,4
779.122,195.766,1177.65,2.14696,1.43104,-0.685124,0,1754272958258,4
779.045,195.811,1177.78,2.14075,1.43116,-0.679312,0,1754272958262,4
778.936,195.916,1177.8,2.13518,1.43116,-0.674196,0,1754272958266,4
778.826,196.021,1177.81,2.12961,1.43116,-0.66908,0,1754272958270,4
778.748,196.11,1177.79,2.12393,1.43113,-0.663642,0,1754272958274,4
778.671,196.199,1177.78,2.11826,1.43111,-0.658206,0,1754272958278,4
778.553,196.288,1177.78,2.11201,1.43114,-0.65215,0,1754272958282,4
778.435,196.378,1177.77,2.10576,1.43116,-0.646091,0,1754272958286,4
778.284,196.442,1177.75,2.09835,1.43115,-0.638539,0,1754272958290,4
778.133,196.507,1177.72,2.09095,1.43113,-0.630989,0,1754272958294,4
777.982,196.529,1177.72,2.08456,1.43128,-0.624337,0,1754272958298,4
777.831,196.551,1177.72,2.07816,1.43143,-0.617671,0,1754272958302,4
777.683,196.6,1177.71,2.07197,1.43174,-0.611171,0,1754272958306,4
777.535,196.648,1177.69,2.06574,1.43204,-0.604643,0,1754272958310,4
777.394,196.699,1177.68,2.0595,1.43235,-0.598205,0,1754272958314,4
777.252,196.75,1177.66,2.05323,1.43264,-0.591739,0,1754272958318,4
777.053,196.718,1177.69,2.04823,1.43335,-0.586739,0,1754272958322,4
